date,deal_type,volume_gj_per_day,price,supplier,delivery_point,start_date,end_date
2023-12-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-30,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2023-12-31,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-30,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-01-31,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-02-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-30,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-03-31,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-04-30,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-30,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-05-31,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-06-30,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-30,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-07-31,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-30,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-08-31,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-28,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-29,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-09-30,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-01,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-02,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-03,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-04,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-05,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-06,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-07,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-08,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-09,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-10,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-11,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-12,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-13,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-14,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-15,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-16,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-17,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-18,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-19,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-20,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-21,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-22,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-23,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-24,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-25,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-26,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
2024-10-27,Fixed,1000.0,3.25,Shell,DAWN,2021-08-02,2025-12-31
